KoreaW,-2.387901249,-1.805367431,-2.147331586,-0.390708321,0.435001774,-0.530670656,-0.383948581
KoreaW,-1.169172364,-1.490666149,-0.866491633,0.335503269,2.133181777,0.38810242,1.640507572
KoreaW,-1.125490325,-1.397585489,-2.147331586,0.964896412,2.133181777,-0.332299196,0.628279496
KoreaW,-0.072753189,-0.014672814,-0.831053373,-0.388071812,-0.535386799,-0.864769956,-0.890062619
KoreaW,0.822728608,0.672351112,1.725563925,-0.282611477,0.071106059,0.095765532,2.14662161
KoreaW,0.276703122,-0.657372614,0.080216159,4.602252689,-0.535386799,-0.84388875,-0.890062619
KoreaW,0.298544141,0.140461621,0.029590074,-0.097323525,-0.535386799,-0.572433068,0.628279496
KoreaW,0.516954336,0.162623683,-0.375418607,-0.270893661,-0.535386799,-0.97961659,0.628279496
KoreaW,0.320385161,-0.369265807,0.409285712,-0.224754765,-0.535386799,-1.136225637,-0.890062619
KoreaW,0.167498025,-0.790344987,0.535850925,-0.400521991,-0.535386799,-1.188428653,-0.890062619
KoreaW,0.233021083,-0.125483124,-0.223540352,-0.369030363,-0.535386799,-0.896091765,-0.890062619
KoreaW,0.713523511,-0.790344987,-0.299479479,-0.136138788,-0.535386799,-0.551551862,0.628279496
KoreaW,0.036451908,0.450730491,0.573820489,-0.364636182,-0.535386799,0.127087342,-0.890062619
KoreaW,0.123815986,0.362082242,0.97882917,-0.379283451,-0.535386799,-0.405383418,0.628279496
KoreaW,0.429590258,1.492347409,0.573820489,-0.139800605,-0.535386799,0.732642323,-0.383948581
KoreaW,-0.79350683,-0.568724366,0.282720499,-0.46423761,-0.535386799,-0.687279703,-0.383948581
KoreaW,-0.706142752,1.093430291,-0.223540352,-0.481814333,-0.535386799,-0.217452562,0.628279496
KoreaW,-0.531414597,0.362082242,0.864920478,-0.284076203,-0.535386799,-0.133927737,0.628279496
KoreaW,0.058292928,0.561540801,0.928203085,-0.319962012,-0.535386799,-0.039962309,-0.383948581
KoreaW,0.407749239,-1.011965608,-0.679175118,-0.469364154,-0.535386799,-0.280096181,-0.383948581
KoreaW,-0.575096636,0.162623683,1.143363946,-0.30458238,-0.535386799,-0.029521705,-0.383948581
KoreaW,-0.465891539,0.849647608,-0.198227309,-0.46423761,-0.535386799,1.275553686,1.640507572
KoreaW,-1.011917024,-0.635210552,-1.071527277,-0.456913976,0.313703203,-0.227893165,-1.396176657
KoreaW,-0.356686441,0.495054615,-0.122288181,0.197818942,0.192404631,1.849786858,0.122165457
KoreaW,-0.640619694,0.694513174,-1.033557713,-0.451055068,0.556300346,3.426317931,-0.890062619
KoreaW,1.696369385,0.362082242,1.231959595,-0.362439092,3.588764637,0.335899404,-0.383948581
KoreaW,0.101974967,3.08801588,1.434463936,1.65009565,-0.171491084,1.526128161,2.14662161
KoreaW,0.320385161,-0.258455497,-1.40059683,-0.399789627,0.435001774,0.440305436,-1.396176657
KoreaW,3.312604823,-1.03412767,0.826950914,0.151680045,-0.050192512,-0.280096181,-0.383948581
ChinaW,-0.556784338,-0.802565171,-0.818423901,-0.151615648,0.132600283,-1.421641375,-0.328637145
ChinaW,-0.556784338,-0.57682502,0.202422246,-0.157747233,-0.408850872,-0.613731082,-0.496379021
ChinaW,-0.4419023,-0.594415162,-0.571187725,-0.169608576,-0.408850872,-0.728367002,0.845555988
ChinaW,-0.550629944,-0.057915841,-0.148493617,-0.141190466,0.49356772,-0.968556548,0.006846607
ChinaW,-0.495240389,-0.163456691,-0.568529272,-0.112169614,1.395986312,-0.297117589,-0.496379021
ChinaW,-0.421387651,-0.57389333,-0.172419699,-0.159034568,1.395986312,-0.608272228,0.677814112
ChinaW,-0.4419023,-0.113617956,0.87235253,-0.152828571,-0.047883435,-0.941262282,-0.496379021
ChinaW,-0.878864338,-0.984329969,-0.486117213,-0.160589788,1.57647003,-0.990391962,0.342330359
ChinaW,-1.311723446,-1.242318713,-2.160942923,-0.171640036,-1.311269464,-1.836514228,-1.670572154
ChinaW,-0.530115294,-1.242318713,-1.698372012,-0.143162395,0.49356772,-1.809219962,-1.670572154
ChinaW,-0.612173893,-0.227953877,-0.956663484,-0.120392189,-0.408850872,-0.651943055,-0.999604649
ChinaW,-0.612173893,5.708718937,1.611402605,-0.039081717,0.674051438,-1.186910682,-0.160895269
ChinaW,-0.548578479,-0.911037712,-1.039075542,-0.144077668,-0.047883435,-0.990391962,-0.999604649
ChinaW,-0.991694911,-0.858267287,-0.305342374,-0.159964724,-0.228367154,-1.192369535,-0.664120897
ChinaW,-0.634740007,-0.749794746,0.135960908,-0.157099845,0.49356772,-1.186910682,-0.160895269
ChinaW,-0.452159625,0.100395434,3.049625953,6.855387028,0.674051438,-0.280741029,0.342330359
ChinaW,-0.544475549,-0.119481336,0.957423042,-0.139642687,0.132600283,-0.400835802,0.677814112
ChinaW,-0.517806504,-0.15759331,1.005275205,-0.147790849,-0.408850872,-0.701072735,-0.999604649
ChinaW,-0.505497714,-0.497669382,-0.390412887,-0.152270478,-0.228367154,-1.099569028,-0.831862773
ChinaW,-0.528063829,-0.395060223,-0.414338968,-0.153245281,-0.408850872,-1.257875775,-0.831862773
ChinaW,-0.43369644,-0.072574292,-0.172419699,-0.137893995,-0.589334591,-0.728367002,-0.664120897
ChinaW,-0.47062281,0.434608126,0.332686468,-0.13380131,0.313084001,-0.106057722,-0.160895269
ChinaW,-0.448056695,-0.013940486,-0.103299908,-0.154420997,1.215502593,-0.886673748,-0.160895269
ChinaW,0.040191967,-0.392128532,0.226348327,-0.12159767,1.035018875,0.183261505,-0.664120897
ChinaW,-0.312660007,-0.207432045,-1.031100182,-0.07206131,2.839856059,1.547974838,-0.328637145
ChinaW,-0.569093128,0.170756001,0.385855538,-0.158335092,2.117921185,-1.017686228,-0.160895269
ChinaW,-0.070587141,-0.084301053,-0.831716169,-0.117653811,-1.130785746,1.023924918,0.006846607
ChinaW,-0.74757058,0.502037003,3.302179036,-0.145335238,1.035018875,0.379780225,4.703619138
ChinaW,-1.352752745,-0.421445435,-0.924762042,-0.169370456,-0.769818309,-0.138810842,0.174588483
ChinaW,-0.614225357,-0.348153178,-0.167102792,-0.145372445,-0.769818309,0.374321371,2.355232873
ChinaW,0.042243432,1.821297628,1.148831694,-0.130936431,-0.589334591,0.385239078,-0.999604649
ChinaW,0.12430203,1.454836343,1.627353326,-0.116500418,-0.047883435,0.319732838,2.019749121
ChinaW,-0.13213109,0.032966558,-0.100641454,-0.144814351,-0.589334591,1.165855105,0.006846607
ChinaW,-0.091101791,-0.05498415,-0.167102792,-0.140684461,-0.950302028,1.138560838,0.006846607
ChinaW,-0.224447014,0.003649655,-0.44624041,-0.1468979,-1.130785746,0.614510918,0.174588483
ChinaW,-0.337277587,0.076941912,-0.525994015,-0.137261489,-0.589334591,0.750982251,0.342330359
ChinaW,-0.111616441,0.164892621,-0.632332156,-0.144219052,-1.130785746,0.898371291,0.174588483
ChinaW,0.155074005,0.326135586,0.484218317,-0.146190981,2.298404904,1.553433691,0.174588483
ChinaW,-0.285990963,0.487378551,0.457633782,-0.157464466,0.674051438,0.832865051,0.342330359
ChinaW,0.893601393,-0.084301053,0.63043326,-0.151771914,-0.047883435,1.073054598,0.342330359
ChinaW,1.868047251,-0.011008796,0.63043326,-0.145074795,-0.769818309,1.094890011,0.174588483
ChinaW,1.816760627,-0.142934859,-0.698793493,-0.146042157,-0.769818309,1.395126945,-0.160895269
ChinaW,2.062936423,0.164892621,0.36458791,-0.150246459,-0.047883435,1.165855105,0.510072236
ChinaW,2.86300776,0.194209523,0.205080699,-0.142879628,0.313084001,1.045760331,0.006846607
ChinaW,2.473229416,0.106258815,-0.313317735,-0.154711206,-0.408850872,1.105807718,-0.160895269
ChinaW,2.052679098,-0.011008796,-0.818423901,-0.150172047,-1.311269464,0.920206705,-0.160895269
ChinaW,1.457754258,-0.098959505,-0.379779073,-0.151920739,-1.130785746,1.247737905,-0.160895269
ChinaW,1.37569566,0.282160232,-0.193687327,-0.156794754,-1.491753183,0.756441105,0.342330359
ChinaW,1.109005214,0.179551072,-0.39307134,-0.151809121,-1.130785746,1.067595745,-0.160895269
AmericaW,-0.211929985,-0.11216762,0.025829825,1.169559416,-0.221869597,-0.319987278,1.740366879
AmericaW,-0.199650687,0.622806183,0.701859006,-0.200194855,0.214757126,0.542793235,-0.853555731
AmericaW,-0.194193222,0.187089727,0.105293727,-0.200194855,0.230167481,1.132653382,-0.565342107
AmericaW,-0.204363953,-0.070137094,0.064741352,-0.474145709,-0.149954608,0.40193111,-0.853555731
AmericaW,-0.200394887,0.788266354,0.837814944,-0.200194855,0.707888484,0.806909718,-0.565342107
AmericaW,4.902707404,1.460334469,1.406485815,0.621657708,0.928770238,1.53763199,-0.565342107
AmericaW,-0.203619753,1.725687192,1.567288873,0.073755999,1.288345187,0.921360195,-0.853555731
AmericaW,-0.20386782,1.230427491,1.617920739,0.347706853,1.221566982,0.639635946,-0.853555731
AmericaW,-0.196053722,-0.743045819,-0.941332588,-1.295998272,-0.499255986,-1.059513432,-0.853555731
AmericaW,-0.200518921,-0.777370749,-1.041424288,-1.295998272,0.153115706,-1.262002736,-0.853555731
AmericaW,-0.199650687,-0.628302482,-0.897967332,-1.022047418,-0.83314701,-1.14755226,-0.565342107
AmericaW,-0.186503157,-0.638249707,-0.658638,-0.748096564,-0.658496321,-1.041905667,-0.565342107
AmericaW,-0.176704526,-0.73996358,-0.905233943,-1.022047418,-0.85369415,-1.041905667,-0.565342107
AmericaW,-0.199898754,-0.721189945,-0.837490381,-1.295998272,-0.89478843,-1.015494018,-0.277128484
AmericaW,-0.18699929,-0.802308861,-1.158393275,-0.748096564,-1.182448389,0.076187447,0.875726009
AmericaW,-0.177076626,-0.527289117,-0.890700722,-0.200194855,-0.858830935,0.040971916,0.011085139
AmericaW,-0.196053722,2.962785681,2.624229087,1.169559416,3.620445568,0.806909718,1.740366879
AmericaW,-0.20349572,1.080378512,1.024871562,-0.200194855,-0.524939911,-0.399222223,0.011085139
AmericaW,-0.187247357,-0.71040211,-0.040741703,-0.200194855,-0.345152437,-0.971474604,-0.277128484
AmericaW,-0.18625509,-0.674536061,-0.303746121,0.073755999,0.512690655,2.726156166,0.011085139
AmericaW,-0.201883287,-0.317556791,-0.292260188,-0.474145709,-0.694453816,-1.041905667,-0.277128484
AmericaW,-0.192208689,0.302533573,0.263049496,-0.200194855,0.440775665,-0.909847425,-0.565342107
AmericaW,-0.206968652,-0.39251123,-0.11036052,2.539313688,-0.201322458,-0.311183395,2.893221372
AmericaW,-0.198534388,-0.95558018,-0.963366827,0.621657708,-0.509529556,0.217049572,0.875726009
AmericaW,-0.203247653,-0.789699703,-0.715833257,2.265362833,-0.679043461,0.040971916,1.452153256
AmericaW,-0.185386857,-0.759998131,-0.481895281,0.895608562,-0.211596027,0.630832063,0.299298763
