Korea,-0.685868318,-0.725410227,-0.715081054,-0.440416684,-0.532661996,-0.761533173,-0.660217138,-0.693876921,-0.640552087,-0.05867574,-0.596926987,-0.504862385,-0.455075777,-0.624858373,-0.334795735,-0.136082763,-0.084656223,-0.363044632,0.353006996,-0.024892427,-0.151447837,-0.369681207,0
Korea,-0.286735873,-0.312549904,-0.327418144,0.11217006,-0.27058787,-0.171244131,-0.441485534,-0.403609908,-0.397703594,0.169448845,-0.696841275,-0.425407491,-0.360400144,-0.215731031,-0.117952579,-0.136082763,0.155937245,-0.117751457,0.644814289,-0.004164434,-0.151447837,-0.220020962,0
Korea,-0.683101327,-0.534780568,-0.457036431,-0.366510627,-0.358241195,-0.372353643,-0.65858611,-0.430028007,-0.517448666,0.175123853,-0.615778084,-0.375012363,-0.217755224,0.368235016,-0.084194751,-0.136082763,-0.246889683,-0.242915519,0.542598988,-0.180240889,-0.151447837,-0.223598916,0
Korea,-0.516001847,-0.175945055,-0.467598616,-0.271319166,-0.079617236,-0.240248861,-0.483636068,-0.108499476,-0.316822067,0.345653649,-0.637823106,-0.418760789,-0.325040681,0.384239486,-0.093049828,-0.136082763,0.278588566,-0.487494918,0.471705296,0.088177618,-0.151447837,-0.216938366,0
Korea,0.225748935,-0.036018717,-0.148632457,-0.11714375,0.190233344,-0.051278502,-0.290468226,0.464535045,-0.195190202,0.794594345,-0.207030978,0.378327951,0.05586891,0.704682407,0.356076878,-0.136082763,1.032182691,0.583671496,1.037940229,0.202086387,-0.151447837,0.45942687,0
Korea,0.317713792,0.212663738,-0.094907946,0.257535199,0.051362416,0.553171709,-0.515568867,0.612715937,-0.555261452,0.34651497,1.142448378,1.813763065,1.766070913,1.540372284,1.054490231,-0.136082763,1.364984383,2.060818148,0.783744846,1.279134179,-0.151447837,1.66288484,0
Korea,-0.49785371,-1.148474487,-0.842141338,-0.814934927,-0.725355139,-0.717196075,-0.977424989,-0.299890472,-1.10138246,-0.130098221,0.997558774,0.897478383,0.91600616,0.172466677,0.04361669,-0.136082763,1.152143829,1.201166057,1.711352154,0.217069373,-0.151447837,0.457247871,0
Korea,-0.779928967,-0.541471699,-0.660527874,-0.4449413,-0.53186931,-0.633239623,-0.589982827,-0.498830581,-0.473617731,-0.538473925,-0.881504495,-0.761609769,-0.671872272,-0.888142736,-0.627507865,-0.136082763,-0.155104291,-0.67802482,0.006645377,-0.443112492,-0.151447837,-0.476670774,0
Korea,-0.118072627,-0.262935969,-0.227791512,-0.060998771,0.010994452,-0.231578352,-0.546315051,0.209495707,-0.38582888,0.58833085,0.977058639,0.68159677,1.129015492,1.014555011,-0.072675828,-0.136082763,0.90456571,1.086447767,0.371675126,0.24654223,-0.151447837,0.699897318,0
Korea,-0.216792976,-0.332963212,-0.490224075,-0.40778272,-1.668489839,-0.853455559,-0.45263273,-0.509425055,-0.478648767,-0.337069035,-0.365865071,-0.399465489,-0.132006617,-0.823813909,-0.463259677,-0.136082763,-0.311728753,-0.543677274,-0.746907704,-0.640780534,7.162331956,-0.377823271,0
Korea,0.591386535,0.05667413,-0.014696302,-0.222775869,-0.059218877,-0.248965224,-0.013110175,0.055781432,0.022427419,-0.393217266,0.42192333,0.096898027,0.569363121,-0.373047551,-0.096570037,-0.136082763,-0.157623098,0.423155433,-0.840003333,-0.284090964,-0.151447837,-0.478271857,0
Korea,-0.13926433,-0.219024743,-0.590528594,-0.517001657,-0.331367548,-0.650991569,-0.211433943,-0.365152612,-0.493969882,-0.551194157,-1.14550665,-0.390717364,-0.44158298,-0.784216402,-0.250226732,-0.136082763,-0.374861796,-0.473295606,-0.153269401,-0.329035634,-0.151447837,-0.229446967,0
Korea,-0.252505212,-0.445506551,-0.358780539,-0.542510554,-0.455527523,-0.660438963,-0.177564359,-0.509737892,-0.372708456,-0.438922869,-1.095509004,-0.315733738,-0.379987915,-0.291966502,-0.216741676,-0.136082763,-0.510489752,-0.192880707,-0.807003537,-0.426422898,-0.151447837,-1.058860229,0
Korea,-0.500438211,-0.667639098,-0.661434909,-0.623470876,-0.723554127,-0.917724907,-0.550319959,-0.608430661,-0.619227652,-0.412936818,-1.260019256,-0.484135141,-0.702902558,-0.705258301,-0.417266538,-0.136082763,-0.14277525,-0.725235121,-0.341654238,-0.324110484,-0.151447837,-1.013655262,0
Korea,-1.533394415,-1.682045699,-1.565598906,-1.62985756,-1.624805199,-1.873833589,-1.406683645,-1.668671255,-1.494872218,-1.140953778,-0.228300663,-1.416979435,-1.41124151,-1.382160216,-1.23090357,-0.136082763,-1.249144344,-1.349482557,-1.225267451,-0.93355379,-0.151447837,-1.381348022,0
Korea,-0.926262257,-0.660721184,-0.744842841,-0.692909304,-0.796162535,-0.688806717,-0.883585645,-0.885342836,-0.82047896,-0.637184226,-0.835921639,-1.243190581,-0.604883884,-0.825722155,-0.953316709,-0.136082763,-0.672264403,-0.603674632,-0.862718548,-0.837797665,-0.151447837,-0.999205661,0
Korea,-0.938025386,-0.502951227,-0.644787963,-0.898626511,-0.611421012,-1.289677174,-0.349420098,-0.786215233,-0.236282245,-0.778157646,-1.597666827,-1.149461787,-1.311010958,-0.802930546,-0.964718626,-0.136082763,-1.042930988,-1.252288798,-0.866518499,-0.873594403,-0.151447837,-1.014451249,0
Korea,-1.222519518,-1.257873414,-1.172967705,-1.202638688,-1.15315674,-1.09731974,-1.277167811,-1.182892189,-1.328434663,-0.687955086,-0.43506098,-0.525545982,0.34075559,-0.070334111,-0.76728615,-0.136082763,-0.304018364,0.814722199,-0.899519352,-0.660010315,-0.151447837,-0.372148879,0
Korea,-0.994259367,-0.240316705,-0.551405829,-0.09874222,-0.12002152,0.552178778,-0.73092268,-0.535208872,-0.521719671,0.313042916,-0.013879556,0.118115097,0.283982018,0.402990647,-0.314978049,-0.136082763,0.049083498,0.409733272,-0.587489307,-0.262613436,0.712955593,0.760786291,0
Korea,-0.874162696,-0.991775535,-0.937835922,-0.685185768,-0.867278406,-0.619760101,-1.016991952,-0.653171545,-1.019420205,0.026517834,-0.671365099,-0.028110037,-0.180915353,-0.381420885,-0.213881147,-0.136082763,0.208509171,-0.229995432,0.183045266,-0.047905045,-0.151447837,-0.207228243,0
Korea,-0.985545308,-1.078053221,-1.009533827,-1.07295936,-1.01333278,-0.79529591,-0.976953756,-0.723386952,-1.100975565,-0.129006557,-0.884600056,-0.216901309,-0.405813279,-0.538056286,-0.127175182,-0.136082763,-0.434344871,-0.364327954,0.194373302,-0.355897981,-0.151447837,0.035380209,0
Korea,-0.839327582,-0.877705035,-0.856532326,-0.986803424,-0.80597095,-0.544405376,-0.959993932,-0.47069238,-1.005357157,0.462613746,-0.020493063,0.235805715,-0.029882408,-0.196104408,-0.127417807,-0.136082763,0.091167422,-0.379604896,0.494846131,0.050992439,-0.151447837,-0.115711444,0
Korea,-0.067324342,0.246352647,-0.065935285,0.048314928,0.225342737,1.029775895,-0.129439135,-0.159778571,0.183850004,0.367032005,0.768435199,2.298423264,2.146922221,0.73993222,-0.020527348,-0.136082763,1.377146689,2.10551835,1.06254697,-0.033741917,-0.151447837,1.370879681,0
Korea,0.231978437,0.193455279,-0.064026743,0.235103909,0.321283111,0.89606267,-0.122269376,-0.102958499,0.02738585,0.546053418,1.0746122,1.854991091,1.896883111,0.701554437,-0.100033538,7.212386465,0.3991884,2.143655253,0.955838899,0.311226089,-0.151447837,1.340471635,0
Korea,0.065523706,0.594782036,0.122865109,0.381852487,0.209402037,0.876499462,0.056964348,-0.111635448,0.18410273,0.908113108,1.36538083,2.193986831,2.087499727,1.680536795,-0.152611995,-0.136082763,1.281220797,2.092480529,0.836703361,0.162891013,-0.151447837,1.399682659,0
Korea,-0.188940577,0.016967449,-0.096504407,0.164009089,-0.051978591,0.682509777,-0.240900532,-0.046207272,-0.01847647,0.303841347,0.694760852,1.620879438,1.649708281,1.952634999,-0.161694622,-0.136082763,1.47787847,1.648166438,0.354974563,0.2971916,-0.151447837,1.460676398,0
Korea,-0.638374491,-0.850069624,-0.717925778,-0.970244465,-0.825850325,-0.942565375,-0.376316284,-0.847013105,-0.571106248,-0.66321651,-0.768525205,-1.006938708,-1.093413868,-1.258466595,-0.815689743,-0.136082763,-1.029621273,-1.097124828,-1.080613733,-0.604290862,-0.151447837,-1.031356565,0
Korea,-0.958840393,-1.041730421,-0.817220437,-1.078264413,-0.952185913,-1.048534735,-0.547131377,-1.150786312,-0.747319163,-0.997998581,-1.733165599,-1.203069776,-1.11763262,-0.993025969,-0.977232452,-0.136082763,-1.079959116,-1.273354621,-1.1929647,-0.913404671,-0.151447837,-1.222126831,0
Korea,-0.734421934,-0.720907707,-0.694124413,-0.835574049,-0.862688253,-0.854675118,-0.344090407,-0.837123276,-0.461715828,-0.609088064,-0.858470051,-1.171476749,-1.106375194,-0.985650253,-0.453500859,-0.136082763,-0.525115932,-1.124575574,0.030897259,-0.53154564,-0.151447837,-0.943291318,0
Korea,-1.006405405,-1.173300223,-1.194373627,-1.180022407,-1.169909426,-0.863364145,-1.338839633,-1.180981751,-1.399518276,-0.837566555,-0.194747098,-0.08585677,0.818323627,-0.523221565,-1.016210297,-0.136082763,-0.632493479,0.268224745,-0.152841669,-0.593408022,-0.151447837,0.009167319,0
Korea,-0.730374675,-1.13251477,-1.178781132,-1.020607775,-1.014933055,-0.620052425,-1.242257419,-0.768829443,-1.383651853,-0.336715951,0.690415495,0.263203067,1.647838419,0.170103117,-0.505848177,-0.136082763,0.114869973,1.360386778,0.301462636,-0.507236344,-0.151447837,0.238560575,0
Korea,-0.79679293,-1.014625723,-0.921986394,-1.032126539,-0.995441473,-1.212138177,-0.607195254,-1.064900156,-0.645599188,-0.878429348,-1.421520738,-1.181504578,-1.306769581,-1.409395764,-0.983607448,-0.136082763,-1.160055325,-1.25724972,-0.972869599,-0.787141434,-0.151447837,-1.195231828,0
Korea,-0.833580045,-1.011733465,-0.837857365,-0.913569336,-0.970801745,-0.910933559,-0.517753865,-0.963727463,-0.711386373,-0.840576159,-1.130179285,-1.093087958,-1.234551422,-1.40236431,-1.030286827,-0.136082763,-0.934504679,-1.198547977,-1.083229764,-0.851949644,-0.151447837,-1.124145347,0
Korea,-0.97304796,-1.194639044,-1.160966932,-1.205842572,-1.088204017,-0.627102146,-1.320089157,-0.907913231,-1.395703908,-0.505097957,2.174352125,0.083927447,1.20388197,-0.079486662,-0.352330022,-0.136082763,-0.494809007,0.842070783,-0.125352752,-0.221109425,-0.151447837,0.232242219,0
Korea,-0.588597591,-0.152833652,-0.22413158,-0.343643194,-0.135122219,-0.144367979,-0.258599147,-0.444238846,-0.214247211,-0.534852923,-0.821739921,-0.305294523,-0.777658345,-0.793579952,-0.431340196,-0.136082763,-0.762975888,-0.609334034,-0.892778082,-0.400822926,-0.151447837,-0.769591487,0
Korea,-0.427591811,-0.331172766,-0.164935231,-0.201524356,-0.197682224,-0.469283892,-0.256698774,-0.449706423,-0.124317297,-0.573157915,-0.294487803,-0.74612132,-1.078147894,-0.09623148,-0.816683211,-0.136082763,-0.997469054,-0.908807276,-0.847457489,-0.506741513,-0.151447837,-0.825070828,0
Korea,0.805001711,0.797708454,1.172698605,1.055506117,0.972419897,0.368325189,1.251530527,0.802634367,1.165324893,0.266931579,0.155033914,-0.349189496,-0.41956993,-0.330596004,0.088579752,-0.136082763,-0.623428714,-0.384045988,-0.263956965,-0.209853533,-0.151447837,0.081594678,0
Korea,1.264140952,0.321273326,0.86481849,0.201948538,0.591675233,0.412186103,0.871532834,0.852991147,0.73504561,-0.547336066,0.929201848,0.01788678,-0.060015112,-0.431862637,0.406343223,-0.136082763,0.681157462,-0.168014907,-0.937924414,0.191109213,-0.151447837,-0.719863405,0
Korea,0.439680805,0.636741013,0.52394238,0.298584418,0.764400236,0.330660833,0.537394092,0.385523223,0.64874469,-0.634929985,0.723621894,-0.398320523,-0.603673654,-0.050552016,0.368170059,-0.136082763,-0.966730787,-0.515342844,-0.75014157,0.275805834,-0.151447837,-0.459012175,0
Korea,2.691839374,1.744085366,2.048018006,1.340671016,1.944408087,1.88084642,2.234169611,2.310863916,2.122948706,1.221660459,2.074165891,0.786352233,0.868498315,2.054947374,1.227548992,-0.136082763,0.259262882,0.277724279,2.155527129,0.721425098,-0.151447837,0.233443601,0
Korea,1.082598692,2.194165007,1.654634638,1.462329571,1.47754946,1.370976404,1.914394444,1.1944431,1.579615406,0.389197477,0.41106283,0.036224569,-0.232496805,0.720107555,0.475707278,-0.136082763,-0.07652455,-0.392798693,0.19458664,-0.051484633,-0.151447837,0.231972336,0
Korea,1.089141515,1.185737604,1.37176623,1.277362762,1.290122869,1.006061954,1.560558859,1.257648507,1.182297995,0.415213637,0.150549691,0.207752591,-0.058999609,-1.151586274,0.696759035,-0.136082763,-1.040772342,-0.275865866,-0.897280359,0.669883832,-0.151447837,1.213248185,0
Korea,-0.45640299,-0.513106492,-0.263588481,-0.435530828,-0.642597104,-0.766391127,-0.210509683,-0.716988961,-0.064000173,-0.744037175,-0.810676907,-1.245508345,-1.163494848,-1.228847127,-0.828447629,-0.136082763,-1.377702928,-1.238164333,-1.131660656,-0.856291632,-0.151447837,-1.415762761,0
Korea,0.86649381,1.168286713,1.326432441,1.592945618,1.067004056,1.102602438,0.903979942,1.266400376,1.020458937,-0.278081161,1.401433988,0.581367188,0.021094833,0.033649599,1.039441768,-0.136082763,0.282863691,0.355405695,-0.09191255,0.512230164,-0.151447837,0.425678299,0
Korea,0.917911697,1.127536727,1.051605174,1.068491535,0.862004487,0.968532076,1.040166831,0.835056119,1.003282851,-0.295153572,1.514511642,0.180185286,-0.077800641,1.232729978,1.266923076,-0.136082763,1.169294232,-0.10926536,0.707991905,1.092870392,-0.151447837,-0.612310726,0
Korea,1.285794915,1.145296985,1.257314174,1.439821975,1.427782129,0.885347217,1.702229538,1.674094997,1.532381014,1.136770116,0.181968186,-0.016943568,-0.684419295,0.589989564,0.948571706,-0.136082763,0.371500091,-0.442319957,-0.60261835,0.363834199,-0.151447837,-0.047363088,0
Korea,0.713348932,1.281292938,1.122450672,1.191166892,1.124906154,1.3410831,0.690684662,0.599300354,0.70960712,1.066204185,0.794796648,0.726147936,0.71744534,0.742567858,0.585888242,-0.136082763,1.168277966,0.530214219,0.164860843,0.519059167,-0.151447837,1.51638178,0
Korea,2.928537542,1.843155316,1.987114979,2.583732403,2.228781668,2.963669311,1.114646624,3.079643347,1.586521185,5.778495902,2.585014429,3.464009049,2.623779873,3.704886654,5.424294282,-0.136082763,4.186058781,2.45566752,4.326687916,6.171540875,-0.151447837,3.984685466,0
Korea,1.584856445,2.373808641,1.722360712,2.073779929,1.751747518,1.786767982,1.674135846,1.451190897,1.620424136,0.966583038,0.527311264,0.046224354,-0.257614345,0.604509637,1.08726823,-0.136082763,0.754094936,-0.279375471,0.777617187,0.439944611,-0.151447837,0.838783278,0
Korea,1.309869528,1.275778955,1.551063218,0.664896573,1.289975635,0.281816305,1.803093646,1.333074336,1.8740626,0.423320252,-0.451377768,-0.023197862,-0.171506705,-0.638545554,0.085788852,-0.136082763,0.091241311,-0.454021462,-0.745925504,0.0594886,-0.151447837,-0.01948933,0
Korea,2.001985248,2.039090297,2.571468402,2.537639427,2.468756589,2.216259536,2.06492979,2.092101121,2.230863244,-0.271861719,0.143600591,0.776335579,0.429932479,0.71271333,1.470658764,-0.136082763,1.088668033,1.058628523,1.136648126,0.799406775,-0.151447837,1.42819184,0
